Name;Company;Info;Link;Date
Инженер по сопровождению;Сбер;Администрирование • SAP • Python • Agile • SQL • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000094476;2 апреля
 DBA/ Администратор баз данных;Bell Integrator;Администрирование, Средний (Middle) • MySQL • PostgreSQL • MongoDB • Python • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100916;1 апреля
Разработчик ядра СУБД;Сбер;Разработка ПО • SQL • Linux • Java • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101100;1 апреля
Data engineer (Big Data);МТС;Аналитика, Средний (Middle) • SQL • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000096491;1 апреля
Инженер по автоматизации и поддержке;SberDevices;Администрирование, Старший (Senior) • Python • Kubernetes • Москва;https://career.habr.com/vacancies/1000101940;31 марта
Embedded engineer;Bell Integrator;Разработка ПО, Средний (Middle) • Python • C • Неполный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101105;3 апреля
Fullstack Python+React developer;Sellerfusion;Разработка ПО, Старший (Senior) • Python • React • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101423;31 марта
Аналитик данных ;ЭТП ГПБ;Аналитика • Python • SQL • Базы данных • Анализ данных • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101542;25 марта
Software Development Engineer in Test;Лаборатория Касперского;Тестирование • Автоматизация процессов • Python • Санкт-Петербург;https://career.habr.com/vacancies/1000098084;31 марта
Junior Software development engineer in test;Лаборатория Касперского;Тестирование • Автоматизация процессов • Python • Москва;https://career.habr.com/vacancies/1000098089;31 марта
ELK Разработчик;Sportmaster Lab;Бэкенд, Средний (Middle) • ELK Stack • Java • Python • Самара • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101567;1 апреля
С++ разработчик (проект Vision);VK;Бэкенд • C++ • Python • Golang • Tarantool • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100804;4 апреля
QA Automation Engineer (Ruby) Сербия, Грузия, Армения;iDWELL;Тестирование, Средний (Middle) • Ruby • Python • Capybara • Appium • Git • RSpec • Docker • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100425;10 марта
Ведущий инженер сопровождения ИТ-систем;Сбер;Администрирование • Python • Linux • Bash • Высоконагруженные системы • Самара • Полный рабочий день;https://career.habr.com/vacancies/1000101965;31 марта
Developer C++ (Advanced Technologies and Performance Analysis);Лаборатория Касперского;Разработка ПО • C++ • Python • Windows Azure • Linux • Москва;https://career.habr.com/vacancies/1000100315;30 марта
Аналитик Data Scientist;Срочноденьги;Аналитика, Младший (Junior) • SQL • Python • Microsoft Excel • PowerBI • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000090946;9 марта
Системный администратор (VK Cloud Solutions);VK;Администрирование, Средний (Middle) • Python • Linux • Москва • Можно удаленно;https://career.habr.com/vacancies/1000097510;31 марта
DevOps-инженер (AI);VK;Администрирование, Средний (Middle) • Python • Linux • Apache Hadoop • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101264;5 апреля
Системный администратор (SRE);Rambler&Co;Администрирование, Средний (Middle) • Linux • Python • PostgreSQL • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000087161;5 апреля
Разработчик баз данных;Большая Тройка;Разработка ПО, Старший (Senior) • PostgreSQL • Python • PHP • Golang • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000059936;10 марта
Research Engineer (Kaspersky Fraud Prevention);Лаборатория Касперского;Аналитика • Базы данных • Python • Москва;https://career.habr.com/vacancies/1000095200;1 апреля
Разработчик ETL (NI-FI);РТЛабс;Разработка ПО, Средний (Middle) • SQL • Python • Scala • Apache Kafka • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100633;1 апреля
Разработчик в тестировании/SDET (Java);SimbirSoft;Тестирование, Средний (Middle) • Java • Python • Git • Selenium • AWS • Санкт-Петербург • Казань • Самара • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101797;29 марта
Research Developer (Advanced Technologies and Performance Analysis);Лаборатория Касперского;Разработка ПО • C++ • Python • Linux • Москва;https://career.habr.com/vacancies/1000098309;1 апреля
QA Automation Engineer;Лаборатория Касперского;Тестирование • Автоматизация процессов • Python • Linux • Москва;https://career.habr.com/vacancies/1000098000;30 марта
DevOps Engineer;ИЦ «Ай-Теко»;Администрирование, Средний (Middle) • Linux • Bash • Git • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000086300;30 марта
Инженер по сопровождению;Сбер;Поддержка • Linux • Python • Bash • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101203;4 апреля
Инженер Linux;Астра Группа компаний;Тестирование, Средний (Middle) • Linux • Python • Bash • Unix • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000079819;14 марта
Senior Data scientist;Магнит;Аналитика, Старший (Senior) • Apache Spark • Python • SQL • Математическая статистика • Можно удаленно;https://career.habr.com/vacancies/1000094995;3 апреля
Продуктовый аналитик, Ozon Live и видео платформа / Социальная коммерция;Ozon Tech;Аналитика, Средний (Middle) • SQL • Python • Business intelligence • PowerBI • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099431;30 марта
Разработчик BMC Remedy;РТЛабс;Администрирование, Средний (Middle) • Linux • Базы данных • PostgreSQL • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100543;1 апреля
DWH developer;Магнит;Разработка ПО, Средний (Middle) • Python • SQL • PostgreSQL • ETL • Linux • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000095000;3 апреля
Backend Developer;ИП Мартыненко;Бэкенд, Старший (Senior) • Java • Python • SQL • PostgreSQL • Golang • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100771;14 марта
Инженер по оборудованию;МТС;Разработка ПО, Средний (Middle) • Python • Git • C++ • JavaScript • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101366;30 марта
DevOps инженер (Антифрод);МТС;Администрирование, Средний (Middle) • Kubernetes • Linux • Python • Docker • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101336;30 марта
QA инженер (нагрузочное тестирование);SberTech;Тестирование, Средний (Middle) • MySQL • Java • Python • Oracle • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000094770;1 апреля
Senior Data Scientist;ЛЕНТА;Аналитика, Старший (Senior) • Python • Apache Hadoop • Apache Spark • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000102147;4 апреля
Security engineer ;Sardina Systems;Информационная безопасность • Python • Linux • Bash • GitLab • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000096988;28 марта
Продуктовый аналитик;QIWI;Аналитика, Средний (Middle) • SQL • Tableau • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000098967;21 марта
Лид кластера клиентского опыта в продуктовой аналитике;Самокат;Менеджмент, Ведущий (Lead) • SQL • Tableau • PowerBI • Python • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000092793;5 апреля
Разработчик BI, middle;deeplay;Аналитика, Средний (Middle) • SQL • Python • ClickHouse • Tableau • PowerBI • QlikView • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000074972;14 марта
Data Analyst / Аналитик данных;ИЦ «Ай-Теко»;Аналитика, Средний (Middle) • Python • SQL • Анализ данных • Jira • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000086297;29 марта
Data engineer;Сбер;Аналитика, Средний (Middle) • Python • NumPy • Pandas • Linux • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101252;5 апреля
DevOps Engineer;Лаборатория Касперского;Разработка ПО • Python • Docker • CI/CD • Москва;https://career.habr.com/vacancies/1000097999;30 марта
Devops инженер;СберКорус;Администрирование, Средний (Middle) • Linux • Java • Python • Git • Docker • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100786;1 апреля
Data science инженер;Сима-ленд;Аналитика, Средний (Middle) • Linux • Python • Git • SQL • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000088289;24 марта
Инженер по сопровождению;Сбер;Тестирование • SQL • Linux • Python • Bash • Москва;https://career.habr.com/vacancies/1000098626;3 апреля
Главный Архитектор данных;МТС;Разработка ПО, Ведущий (Lead) • Python • Высоконагруженные системы • Apache Hadoop • Apache Kafka • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000098547;3 апреля
Data Scientist;Сбер;Аналитика, Средний (Middle) • Python • Математика • Математическая статистика • Москва • Нижний Новгород • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000094486;2 апреля
Разработчик ядра СУБД;Сбер;Разработка ПО • SQL • Linux • Java • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101101;1 апреля
 Data scientist (модели оценки кредитного риска корп клиентов) ;Банк ВТБ;Аналитика, Средний (Middle) • Python • SQL • Управление рисками • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099882;1 апреля
Backend Developer (Django) Сербия, Грузия, Армения;iDWELL;Бэкенд, Средний (Middle) • Django • Python • Москва • Санкт-Петербург • Воронеж • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100420;5 апреля
SRE-devops engineer ;ЛАНИТ;Администрирование, Средний (Middle) • Linux • Python • Docker • Администрирование Linux • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000098162;31 марта
Backend разработчик;Убиратор;Бэкенд, Средний (Middle) • Python • SQL • Базы данных • Бизнес-консультирование • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000088001;1 апреля
Backend developer ;Астра Группа компаний;Бэкенд, Средний (Middle) • Linux • Python • Django • Flask • ООП • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000078926;14 марта
QA automation engineer (Big Data);МТС;Тестирование, Средний (Middle) • Python • Git • SQL • Linux • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000096510;1 апреля
Разработчик инструментов DevOps;SberTech;Бэкенд, Средний (Middle) • Linux • Python • Docker • Kubernetes • Москва;https://career.habr.com/vacancies/1000096376;30 марта
Системный администратор Linux (Облако КРОК);КРОК;Администрирование, Средний (Middle) • Python • Docker • Linux • MongoDB • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000100229;4 апреля
Аналитик данных;Леруа Мерлен;Аналитика • SQL • Python • Математика • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000100868;15 марта
Software Development Engineer in Test (DWH, Python);Лаборатория Касперского;Тестирование • DWH • Москва;https://career.habr.com/vacancies/1000094201;31 марта
Data engineer;Action tech;Аналитика, Средний (Middle) • SQL • Python • ООП • Java • Scala • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000077805;21 марта
Junior DevOps;МТС;Администрирование, Младший (Junior) • Oracle PL/SQL • Python • Санкт-Петербург • Полный рабочий день;https://career.habr.com/vacancies/1000099513;30 марта
Linux-инженер в отдел построения сервисов по модели SaaS;Rambler&Co;Администрирование, Средний (Middle) • Linux • Python • Nginx • Docker • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000095290;2 апреля
Бизнес-аналитик (Big data) удаленно ;Группа «Самолет»;Аналитика, Средний (Middle) • SQL • Microsoft Excel • Python • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000102064;1 апреля
Старший инженер по эксплуатации ПО;МТС;Администрирование, Старший (Senior) • Linux • MySQL • PostgreSQL • Docker • Python • PHP • Bash • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000097000;5 апреля
Разработчик хранилищ данных ;ЭТП ГПБ;Бэкенд • Python • SQL • PostgreSQL • Elasticsearch • DWH • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101544;25 марта
Разработчик Linux C++ (Qt/QML) (Мобильная Астра);Астра Группа компаний;Разработка ПО, Старший (Senior) • Git • QT • C++ • Linux • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000100957;16 марта
DevOps в команду технологий машинного обучения on-line кинотеатра KION;МТС;Администрирование • Linux • Git • Python • SQL • Bash • Москва • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100788;4 апреля
Главный SRE-инженер;Банк «Открытие»;Администрирование, Младший (Junior) • Linux • Python • SQL • Docker • Kubernetes • Новосибирск • Полный рабочий день;https://career.habr.com/vacancies/1000100504;1 апреля
DevOps-инженер;VK;Администрирование, Средний (Middle) • Python • Linux • Docker • Bash • Unix • Golang • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101889;30 марта
Senior QA Automation Engineer;Marfatech;Тестирование, Старший (Senior) • Git • SQL • Python • Java • Jenkins • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101471;24 марта
Инженер по мониторингу;РТЛабс;Разработка ПО • Python • SQL • Grafana • ELK Stack • Bash • Prometheus • Москва • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000102036;1 апреля
Infrastructure Engineer;Coins.ph;Администрирование, Старший (Senior) • Python • AWS • Terraform • Golang • Docker • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000096102;15 марта
Senior FullStack QA Engineer;United Credit Bureau;Тестирование, Старший (Senior) • Python • Python • CI/CD • Git-Flow • Git • Можно удаленно;https://career.habr.com/vacancies/1000101618;25 марта
Frontend \ Backend разработчик;Mine Radio Systems;Разработка ПО, Младший (Junior) • Python • JavaScript • HTML • CSS • Twitter Bootstrap • MySQL • Django • Linux • Новокузнецк • Полный рабочий день;https://career.habr.com/vacancies/1000100542;18 марта
Системный аналитик (Process Mining);МТС;Аналитика, Младший (Junior) • SQL • Python • BPMN • Tableau • PowerBI • Java • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101363;30 марта
Инженер по тестированию;РТЛабс;Тестирование, Средний (Middle) • Python • Java • Bash • Linux • Apache Kafka • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000100658;1 апреля
Разработчик (развитие мониторинга);X5 Digital;Разработка ПО, Средний (Middle) • Python • Linux • GNU • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000068449;9 марта
Старший Devops инженер [МТС Недвижимость];МТС;Администрирование, Старший (Senior) • Linux • SQL • Python • Bash • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101465;31 марта
DevOps-инженер (AdTech);VK;Администрирование • Python • Bash • Linux • CI/CD • DevOps • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000098055;30 марта
Ruby разработчик;ArtStation Labs;Бэкенд, Младший (Junior) • PostgreSQL • ООП • Docker • Python • Ruby • Высоконагруженные системы • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000080340;15 марта
Инженер по данным;Ак Барс Банк;Бэкенд, Младший (Junior) • SQL • PostgreSQL • Python • Apache Airflow • ETL • DWH • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101510;25 марта
ML Engineer;Сбер;Аналитика, Старший (Senior) • Большие данные • Python • Apache Spark • Scala • Москва • Нижний Новгород • Полный рабочий день;https://career.habr.com/vacancies/1000094492;4 апреля
Data Scientist (DMAG);Лаборатория Касперского;Аналитика • Базы данных • Машинное обучение • Python • Москва;https://career.habr.com/vacancies/1000101844;5 апреля
Системный инженер Linux (DevOps);МТС;Администрирование, Средний (Middle) • Linux • Kubernetes • Nginx • Python • Bash • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000097782;4 апреля
DevOps-инженер (Почта);VK;Администрирование, Средний (Middle) • Python • Linux • Git • Docker • Java • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100427;31 марта
DevOps Engineer (Рекомендательная платформа);Сбер;Разработка ПО, Средний (Middle) • Python • Java • CI/CD • DevOps • Jenkins • GitLab • Нижний Новгород • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000095895;2 апреля
 Разработчик С/C++ ;Eltex;Бэкенд • C • C++ • Linux • Git • Bash • Perl • Python • Новосибирск • Полный рабочий день;https://career.habr.com/vacancies/1000063930;14 марта
Weekend Offer для продуктовых аналитиков в Data office;VK;Аналитика, Средний (Middle) • Анализ данных • Математическая статистика • SQL • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099072;1 апреля
Data Engineer;Sportmaster Lab;Аналитика, Средний (Middle) • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • Python • SQL • Oracle • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000068005;1 апреля
Разработчик машинного обучения ( CV / ML - developer );АВИАВИЖН;Разработка ПО, Стажёр (Intern) • Python • Алгоритмы и структуры данных • Компьютерное зрение • Москва • Неполный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101019;31 марта
ALM support engineer;Лаборатория Касперского;Поддержка • Powershell • Python • Техническая поддержка • Windows Azure • Администрирование Windows • Москва;https://career.habr.com/vacancies/1000092659;31 марта
Data engineer (Big Data);МТС;Аналитика, Средний (Middle) • Python • Apache Spark • Apache Airflow • Linux • Apache Hadoop • SQL • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099923;31 марта
Архитектор данных (Data architect);МТС;Разработка ПО, Старший (Senior) • Python • Java • Высоконагруженные системы • Проектирование архитектуры приложений • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000098545;3 апреля
Fronted-разработчик;Крибрум;Фронтенд, Средний (Middle) • Python • CSS • HTML • SQL • Git • Linux • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000077367;24 марта
Auto QA engineer (МТС Вторая память);МТС;Тестирование, Средний (Middle) • Python • Автоматизация тестирования • Selenium • Appium • Тестирование мобильных приложений • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100965;30 марта
Data Scientist;ИЦ «Ай-Теко»;Аналитика, Средний (Middle) • Python • SQL • Apache Spark • Алгоритмы и структуры данных • Москва;https://career.habr.com/vacancies/1000098212;31 марта
Специалист по автоматизированному тестированию (QA Automation Engineer Middle/Se;Stellar 2H Group;Тестирование, Средний (Middle) • Python • API Интерфейсы • Нагрузочное тестирование • Postman • Agile • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000097297;4 февраля
Data Engineer;Сбер;Разработка ПО, Средний (Middle) • ETL • SQL • Apache Hadoop • Apache Spark • Scala • Java • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099724;2 апреля
Data scientist;Smart Consulting;Бэкенд, Средний (Middle) • Python • Базы данных • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101743;28 марта
Senior Software Development Engineer in Test;Лаборатория Касперского;Тестирование • Python • Автоматизация процессов • Москва;https://career.habr.com/vacancies/1000093754;1 апреля
Full stack разработчик;Системы быстрого кредитования;Бэкенд, Средний (Middle) • Python • Vue.js • Flask • PostgreSQL • Git • Sass • Адаптивная верстка • Новосибирск • Полный рабочий день;https://career.habr.com/vacancies/1000100563;1 апреля
Build Engineer (Infrastructure KasperskyOS);Лаборатория Касперского;Разработка ПО • C++ • Python • Москва;https://career.habr.com/vacancies/1000098655;3 апреля
DevOps;X5 Digital;Администрирование • Ansible • OpenVPN • Jenkins • Bash • Python • Linux • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000068397;9 марта
Software Development Engineer in Test;Лаборатория Касперского;Тестирование • Python • Linux • Автоматизация процессов • Москва;https://career.habr.com/vacancies/1000094023;2 апреля
Продуктовый аналитик Customer Experience;Самокат;Аналитика, Старший (Senior) • SQL • Python • PowerBI • Tableau • BI • Amplitude • Москва • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000102204;5 апреля
Инженер по автоматизации тестирования мобильных приложений Приложение покупателя;Ozon Tech;Тестирование, Средний (Middle) • Python • Тестирование мобильных приложений • Автоматизация тестирования • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101507;1 апреля
Архитектор интеграционных потоков;Россельхозбанк;Разработка ПО, Старший (Senior) • Java • Python • Москва • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000092977;31 марта
Junior Backend разработчик;PskovHack;Бэкенд, Младший (Junior) • Python • Django • REST • PostgreSQL • Docker • Nginx • Git • SQL • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101862;30 марта
Системный администратор / DevOps (отдел сетевой разработки);VK;Администрирование, Старший (Senior) • Ansible • Linux • Python • Kubernetes • Nginx • Москва • Можно удаленно;https://career.habr.com/vacancies/1000097531;31 марта
DevOps-инженер (VK Teams);VK;Администрирование, Средний (Middle) • Puppet • Python • Linux • Kubernetes • Bash • Unix • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000102125;4 апреля
DevSeсOps Lead;МТС;Информационная безопасность, Ведущий (Lead) • Python • Kubernetes • Git • CI/CD • SAST/DAST • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000098551;3 апреля
Middle Data Engineer ;VOLKA;Аналитика, Средний (Middle) • Базы данных • SQL • Python • AWS • Linux • Лимассол • Полный рабочий день;https://career.habr.com/vacancies/1000092067;30 марта
Разработчик систем мониторинга (Bigdata);РТЛабс;Разработка ПО, Средний (Middle) • Prometheus • Zabbix • Centos • Apache Hadoop • Linux • Python • Москва • Санкт-Петербург • Казань • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100541;1 апреля
DevOps Инженер;РТЛабс;Разработка ПО, Средний (Middle) • Python • Docker • PostgreSQL • Linux • Kubernetes • CI/CD • Можно удаленно;https://career.habr.com/vacancies/1000100721;2 апреля
DevOps инженер (Middle);Outlines Tech;Администрирование, Средний (Middle) • Python • Ansible • Zabbix • Docker • Kubernetes • Bash • SQL • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000102106;4 апреля
Middle / Senior Deep Learning Engineer (Computer Vision);Xperience.ai;Бэкенд, Средний (Middle) • Python • OpenCV • Компьютерное зрение • TensorFlow • Математика • Git • Можно удаленно;https://career.habr.com/vacancies/1000101932;4 апреля
Разработчик GO (Golang) Developer (remote);АтомЭнергоСбыт;Разработка ПО, Средний (Middle) • Golang • Linux • PostgreSQL • RabbitMQ • MySQL • Python • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101518;25 марта
Бэкендер в Учебник Тинькофф Журнала;TINKOFF;Бэкенд, Средний (Middle) • Python • FastAPI • RESTful API • Проектирование архитектуры приложений • PostgreSQL • Docker • Москва • Санкт-Петербург • Ярославль • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000098052;30 марта
QA automation engineer;ЕДИНЫЙ ЦУПИС;Тестирование • Автоматизация тестирования • Функциональное тестирование • Python • CI/CD • Git • Kotlin • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000049543;10 марта
Системный инженер инфраструктурной группы (DevOps );Rambler&Co;Администрирование, Средний (Middle) • Linux • Docker • Git • MySQL • Python • PostgreSQL • Nginx • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000082014;5 апреля
Backend-разработчик;ИНФОРИОН;Бэкенд, Средний (Middle) • Scala • Машинное обучение • Elasticsearch • Apache Kafka • RabbitMQ • Apache Spark • Puppet • Linux • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101912;30 марта
Разработчик машинного обучения CV / ML - developer;Integra Sources;Разработка ПО, Средний (Middle) • Английский язык • Python • C++ • Алгоритмы и структуры данных • Барнаул • Новосибирск • Томск • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100283;15 марта
DevOps-инженер;Сбер;Администрирование, Средний (Middle) • DevOps • CI/CD • Jenkins • GitLab • Ansible • Docker • Kubernetes • Groovy • Python • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000098560;3 апреля
ELK Developer;Sportmaster Lab;Бэкенд, Средний (Middle) • ELK Stack • Java Spring Framework • Python • GitLab • Docker • Москва • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000099552;31 марта
Build Engineer;Playrix;Администрирование, Средний (Middle) • CI/CD • Terraform • Ansible • Zabbix • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000099004;31 марта
DevOps инженер;Сбер;Администрирование, Средний (Middle) • Unix • Bash • Python • Ansible • Jenkins • Git • Москва • Санкт-Петербург • Полный рабочий день;https://career.habr.com/vacancies/1000099851;30 марта
Digital marketing Analyst;HyperFlex Studio;Аналитика, Старший (Senior) • Python • SQL • Базы данных • Google Analytics • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101337;23 марта
Инженер по ручному тестированию (тестировщик);LIFE PAY;Тестирование, Средний (Middle) • Java • Python • C# • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101620;25 марта
Data Scientist;Сбер;Аналитика, Младший (Junior) • SQL • Python • Oracle • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000096531;1 апреля
Разработчик Go;УГМК-Телеком;Разработка ПО, Средний (Middle) • Git • PostgreSQL • MySQL • Docker • Python • Linux • Redis • MongoDB • C++ • Екатеринбург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101167;21 марта
DevOps Engineer (Kaspersky Anti Targeted Attack);Лаборатория Касперского;Разработка ПО • Python • Linux • CI/CD • Москва;https://career.habr.com/vacancies/1000101093;1 апреля
QA engineer в on-line кинотеатр KION;МТС;Тестирование • Java • SQL • Python • Git • Пермь • Полный рабочий день;https://career.habr.com/vacancies/1000100295;30 марта
DevOps engineer (relocation to Cyprus);Mercuryo;Администрирование, Старший (Senior) • Docker • DevOps • Администрирование Linux • Kubernetes • Python • AWS • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000070588;1 апреля
Data engineer (Senior);Sportmaster Lab;Аналитика, Старший (Senior) • Apache Hadoop • Apache Spark • Apache Airflow • Apache Kafka • Oracle • Python • SQL • Большие данные • Санкт-Петербург • Екатеринбург • Казань • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000073007;4 апреля
Ведущий Linux инженер;Antal;Разработка ПО, Ведущий (Lead) • Linux • Kubernetes • Docker • SQL • PostgreSQL • MySQL • Python • Bash • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101364;23 марта
DBA/Администратор баз данных PostgreSQL (Remote);Bell Integrator;Администрирование, Средний (Middle) • PostgreSQL • Python • DBA • Docker • Linux • SQL • Москва • Санкт-Петербург • Нижний Новгород • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101656;2 апреля
Продуктовый аналитик;Монополия;Аналитика, Средний (Middle) • Python • SQL • Веб аналитика • Бизнес аналитика • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100560;11 марта
Data Engineer ;Иннотех;Аналитика, Средний (Middle) • SQL • Python • Apache Spark • Apache Hadoop • Git • Большие данные • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100298;4 апреля
Devops;Сбер;Администрирование, Средний (Middle) • Linux • Bash • Python • Jenkins • Ansible • Jira • Zabbix • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099843;30 марта
Системный администратор Linux / Site Reliability Engineer;VK;Администрирование, Средний (Middle) • Linux • Nginx • Python • MySQL • PostgreSQL • TCP • Kubernetes • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000097511;31 марта
Риск аналитик;IBReal;Аналитика, Средний (Middle) • Python • SQL • Базы данных • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000083792;10 марта
