Name;Info;Link
Data engineer;Аналитика, Средний (Middle) • SQL • Python • ООП • Java • Scala;https://career.habr.com/vacancies/1000077805
Junior DevOps;Администрирование, Младший (Junior) • Oracle PL/SQL • Python;https://career.habr.com/vacancies/1000099513
Linux-инженер в отдел построения сервисов по модели SaaS;Администрирование, Средний (Middle) • Linux • Python • Nginx • Docker;https://career.habr.com/vacancies/1000095290
Бизнес-аналитик (Big data) удаленно ;Аналитика, Средний (Middle) • SQL • Microsoft Excel • Python;https://career.habr.com/vacancies/1000102064
Разработчик хранилищ данных ;Бэкенд • Python • SQL • PostgreSQL • Elasticsearch • DWH;https://career.habr.com/vacancies/1000101544
Старший инженер по эксплуатации ПО;Администрирование, Старший (Senior) • Linux • MySQL • PostgreSQL • Docker • Python • PHP • Bash;https://career.habr.com/vacancies/1000097000
Главный SRE-инженер;Администрирование, Младший (Junior) • Linux • Python • SQL • Docker • Kubernetes;https://career.habr.com/vacancies/1000100504
DevOps в команду технологий машинного обучения on-line кинотеатра KION;Администрирование • Linux • Git • Python • SQL • Bash;https://career.habr.com/vacancies/1000100788
Разработчик Linux C++ (Qt/QML) (Мобильная Астра);Разработка ПО, Старший (Senior) • Git • QT • C++ • Linux • Python;https://career.habr.com/vacancies/1000100957
DevOps-инженер;Администрирование, Средний (Middle) • Python • Linux • Docker • Bash • Unix • Golang;https://career.habr.com/vacancies/1000101889
Infrastructure Engineer;Администрирование, Старший (Senior) • Python • AWS • Terraform • Golang • Docker;https://career.habr.com/vacancies/1000096102
Senior QA Automation Engineer;Тестирование, Старший (Senior) • Git • SQL • Python • Java • Jenkins;https://career.habr.com/vacancies/1000101471
Инженер по мониторингу;Разработка ПО • Python • SQL • Grafana • ELK Stack • Bash • Prometheus;https://career.habr.com/vacancies/1000102036
Системный аналитик (Process Mining);Аналитика, Младший (Junior) • SQL • Python • BPMN • Tableau • PowerBI • Java;https://career.habr.com/vacancies/1000101363
Senior FullStack QA Engineer;Тестирование, Старший (Senior) • Python • Python • CI/CD • Git-Flow • Git;https://career.habr.com/vacancies/1000101618
Frontend \ Backend разработчик;Разработка ПО, Младший (Junior) • Python • JavaScript • HTML • CSS • Twitter Bootstrap • MySQL • Django • Linux;https://career.habr.com/vacancies/1000100542
Инженер по тестированию;Тестирование, Средний (Middle) • Python • Java • Bash • Linux • Apache Kafka;https://career.habr.com/vacancies/1000100658
Разработчик (развитие мониторинга);Разработка ПО, Средний (Middle) • Python • Linux • GNU;https://career.habr.com/vacancies/1000068449
DevOps-инженер (AdTech);Администрирование • Python • Bash • Linux • CI/CD • DevOps;https://career.habr.com/vacancies/1000098055
Ruby разработчик;Бэкенд, Младший (Junior) • PostgreSQL • ООП • Docker • Python • Ruby • Высоконагруженные системы;https://career.habr.com/vacancies/1000080340
Senior FullStack QA Engineer;Тестирование, Старший (Senior) • Python • Python • CI/CD • Git-Flow • Git;https://career.habr.com/vacancies/1000101618
ML Engineer;Аналитика, Старший (Senior) • Большие данные • Python • Apache Spark • Scala;https://career.habr.com/vacancies/1000094492
Data Scientist (DMAG);Аналитика • Базы данных • Машинное обучение • Python;https://career.habr.com/vacancies/1000101844
Системный инженер Linux (DevOps);Администрирование, Средний (Middle) • Linux • Kubernetes • Nginx • Python • Bash;https://career.habr.com/vacancies/1000097782
Инженер по данным;Бэкенд, Младший (Junior) • SQL • PostgreSQL • Python • Apache Airflow • ETL • DWH;https://career.habr.com/vacancies/1000101510
 Разработчик С/C++ ;Бэкенд • C • C++ • Linux • Git • Bash • Perl • Python;https://career.habr.com/vacancies/1000063930
DevOps Engineer (Рекомендательная платформа);Разработка ПО, Средний (Middle) • Python • Java • CI/CD • DevOps • Jenkins • GitLab;https://career.habr.com/vacancies/1000095895
DevOps-инженер (Почта);Администрирование, Средний (Middle) • Python • Linux • Git • Docker • Java;https://career.habr.com/vacancies/1000100427
Weekend Offer для продуктовых аналитиков в Data office;Аналитика, Средний (Middle) • Анализ данных • Математическая статистика • SQL • Python;https://career.habr.com/vacancies/1000099072
Data Engineer;Аналитика, Средний (Middle) • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • Python • SQL • Oracle;https://career.habr.com/vacancies/1000068005
ALM support engineer;Поддержка • Powershell • Python • Техническая поддержка • Windows Azure • Администрирование Windows;https://career.habr.com/vacancies/1000092659
Архитектор данных (Data architect);Разработка ПО, Старший (Senior) • Python • Java • Высоконагруженные системы • Проектирование архитектуры приложений;https://career.habr.com/vacancies/1000098545
Разработчик машинного обучения ( CV / ML - developer );Разработка ПО, Стажёр (Intern) • Python • Алгоритмы и структуры данных • Компьютерное зрение;https://career.habr.com/vacancies/1000101019
Data engineer (Big Data);Аналитика, Средний (Middle) • Python • Apache Spark • Apache Airflow • Linux • Apache Hadoop • SQL;https://career.habr.com/vacancies/1000099923
Auto QA engineer (МТС Вторая память);Тестирование, Средний (Middle) • Python • Автоматизация тестирования • Selenium • Appium • Тестирование мобильных приложений;https://career.habr.com/vacancies/1000100965
Data Scientist;Аналитика, Средний (Middle) • Python • SQL • Apache Spark • Алгоритмы и структуры данных;https://career.habr.com/vacancies/1000098212
Fronted-разработчик;Фронтенд, Средний (Middle) • Python • CSS • HTML • SQL • Git • Linux;https://career.habr.com/vacancies/1000077367
Data scientist;Бэкенд, Средний (Middle) • Python • Базы данных;https://career.habr.com/vacancies/1000101743
Специалист по автоматизированному тестированию (QA Automation Engineer Middle/Se;Тестирование, Средний (Middle) • Python • API Интерфейсы • Нагрузочное тестирование • Postman • Agile;https://career.habr.com/vacancies/1000097297
Data Engineer;Разработка ПО, Средний (Middle) • ETL • SQL • Apache Hadoop • Apache Spark • Scala • Java • Python;https://career.habr.com/vacancies/1000099724
Network system Engineer (Data Center);Администрирование • Python • Ansible;https://career.habr.com/vacancies/1000088835
Senior Software Development Engineer in Test;Тестирование • Python • Автоматизация процессов;https://career.habr.com/vacancies/1000093754
Build Engineer (Infrastructure KasperskyOS);Разработка ПО • C++ • Python;https://career.habr.com/vacancies/1000098655
Software Development Engineer in Test;Тестирование • Python • Linux • Автоматизация процессов;https://career.habr.com/vacancies/1000094023
Full stack разработчик;Бэкенд, Средний (Middle) • Python • Vue.js • Flask • PostgreSQL • Git • Sass • Адаптивная верстка;https://career.habr.com/vacancies/1000100563
Архитектор интеграционных потоков;Разработка ПО, Старший (Senior) • Java • Python;https://career.habr.com/vacancies/1000092977
Инженер по автоматизации тестирования мобильных приложений Приложение покупателя;Тестирование, Средний (Middle) • Python • Тестирование мобильных приложений • Автоматизация тестирования;https://career.habr.com/vacancies/1000101507
DevOps;Администрирование • Ansible • OpenVPN • Jenkins • Bash • Python • Linux;https://career.habr.com/vacancies/1000068397
DevOps-инженер (VK Teams);Администрирование, Средний (Middle) • Puppet • Python • Linux • Kubernetes • Bash • Unix;https://career.habr.com/vacancies/1000102125
Системный администратор / DevOps (отдел сетевой разработки);Администрирование, Старший (Senior) • Ansible • Linux • Python • Kubernetes • Nginx;https://career.habr.com/vacancies/1000097531
Junior Backend разработчик;Бэкенд, Младший (Junior) • Python • Django • REST • PostgreSQL • Docker • Nginx • Git • SQL;https://career.habr.com/vacancies/1000101862
DevSeсOps Lead;Информационная безопасность, Ведущий (Lead) • Python • Kubernetes • Git • CI/CD • SAST/DAST;https://career.habr.com/vacancies/1000098551
Middle Data Engineer ;Аналитика, Средний (Middle) • Базы данных • SQL • Python • AWS • Linux;https://career.habr.com/vacancies/1000092067
Разработчик систем мониторинга (Bigdata);Разработка ПО, Средний (Middle) • Prometheus • Zabbix • Centos • Apache Hadoop • Linux • Python;https://career.habr.com/vacancies/1000100541
DevOps Инженер;Разработка ПО, Средний (Middle) • Python • Docker • PostgreSQL • Linux • Kubernetes • CI/CD;https://career.habr.com/vacancies/1000100721
Разработчик GO (Golang) Developer (remote);Разработка ПО, Средний (Middle) • Golang • Linux • PostgreSQL • RabbitMQ • MySQL • Python;https://career.habr.com/vacancies/1000101518
DevOps инженер (Middle);Администрирование, Средний (Middle) • Python • Ansible • Zabbix • Docker • Kubernetes • Bash • SQL;https://career.habr.com/vacancies/1000102106
Middle / Senior Deep Learning Engineer (Computer Vision);Бэкенд, Средний (Middle) • Python • OpenCV • Компьютерное зрение • TensorFlow • Математика • Git;https://career.habr.com/vacancies/1000101932
Бэкендер в Учебник Тинькофф Журнала;Бэкенд, Средний (Middle) • Python • FastAPI • RESTful API • Проектирование архитектуры приложений • PostgreSQL • Docker;https://career.habr.com/vacancies/1000098052
QA automation engineer;Тестирование • Автоматизация тестирования • Функциональное тестирование • Python • CI/CD • Git • Kotlin;https://career.habr.com/vacancies/1000049543
Системный инженер инфраструктурной группы (DevOps );Администрирование, Средний (Middle) • Linux • Docker • Git • MySQL • Python • PostgreSQL • Nginx;https://career.habr.com/vacancies/1000082014
Backend-разработчик;Бэкенд, Средний (Middle) • Scala • Машинное обучение • Elasticsearch • Apache Kafka • RabbitMQ • Apache Spark • Puppet • Linux • Python;https://career.habr.com/vacancies/1000101912
Разработчик машинного обучения CV / ML - developer;Разработка ПО, Средний (Middle) • Английский язык • Python • C++ • Алгоритмы и структуры данных;https://career.habr.com/vacancies/1000100283
DevOps-инженер;Администрирование, Средний (Middle) • DevOps • CI/CD • Jenkins • GitLab • Ansible • Docker • Kubernetes • Groovy • Python;https://career.habr.com/vacancies/1000098560
ELK Developer;Бэкенд, Средний (Middle) • ELK Stack • Java Spring Framework • Python • GitLab • Docker;https://career.habr.com/vacancies/1000099552
Build Engineer;Администрирование, Средний (Middle) • CI/CD • Terraform • Ansible • Zabbix • Python;https://career.habr.com/vacancies/1000099004
DevOps инженер;Администрирование, Средний (Middle) • Unix • Bash • Python • Ansible • Jenkins • Git;https://career.habr.com/vacancies/1000099851
Digital marketing Analyst;Аналитика, Старший (Senior) • Python • SQL • Базы данных • Google Analytics;https://career.habr.com/vacancies/1000101337
Digital marketing Analyst;Аналитика, Старший (Senior) • Python • SQL • Базы данных • Google Analytics;https://career.habr.com/vacancies/1000101337
Инженер по ручному тестированию (тестировщик);Тестирование, Средний (Middle) • Java • Python • C#;https://career.habr.com/vacancies/1000101620
Data Scientist;Аналитика, Младший (Junior) • SQL • Python • Oracle;https://career.habr.com/vacancies/1000096531
Ведущий Linux инженер;Разработка ПО, Ведущий (Lead) • Linux • Kubernetes • Docker • SQL • PostgreSQL • MySQL • Python • Bash;https://career.habr.com/vacancies/1000101364
Data engineer (Senior);Аналитика, Старший (Senior) • Apache Hadoop • Apache Spark • Apache Airflow • Apache Kafka • Oracle • Python • SQL • Большие данные;https://career.habr.com/vacancies/1000073007
DevOps engineer (relocation to Cyprus);Администрирование, Старший (Senior) • Docker • DevOps • Администрирование Linux • Kubernetes • Python • AWS;https://career.habr.com/vacancies/1000070588
Devops;Администрирование, Средний (Middle) • Linux • Bash • Python • Jenkins • Ansible • Jira • Zabbix;https://career.habr.com/vacancies/1000099843
DBA/Администратор баз данных PostgreSQL (Remote);Администрирование, Средний (Middle) • PostgreSQL • Python • DBA • Docker • Linux • SQL;https://career.habr.com/vacancies/1000101656
Data Engineer ;Аналитика, Средний (Middle) • SQL • Python • Apache Spark • Apache Hadoop • Git • Большие данные;https://career.habr.com/vacancies/1000100298
Продуктовый аналитик;Аналитика, Средний (Middle) • Python • SQL • Веб аналитика • Бизнес аналитика;https://career.habr.com/vacancies/1000100560
Системный администратор Linux / Site Reliability Engineer;Администрирование, Средний (Middle) • Linux • Nginx • Python • MySQL • PostgreSQL • TCP • Kubernetes;https://career.habr.com/vacancies/1000097511
DevOps Engineer (Kaspersky Anti Targeted Attack);Разработка ПО • Python • Linux • CI/CD;https://career.habr.com/vacancies/1000101093
Руководитель отдела сети передачи данных в облачном провайдере;Разработка ПО, Ведущий (Lead) • Linux • VMware • Python • Cisco CCNP;https://career.habr.com/vacancies/1000101960
Инженер- разработчик;Разработка ПО, Средний (Middle) • Git • Python • SQL • MySQL • RabbitMQ;https://career.habr.com/vacancies/1000101000
QA engineer в on-line кинотеатр KION;Тестирование • Java • SQL • Python • Git;https://career.habr.com/vacancies/1000100295
Риск аналитик;Аналитика, Средний (Middle) • Python • SQL • Базы данных;https://career.habr.com/vacancies/1000083792
OPS специалист;Тестирование • SQL • Linux • Python • Bash;https://career.habr.com/vacancies/1000098625
DevOps-инженер (VK Customer Experience Hub);Администрирование, Средний (Middle) • Python • Git • Docker • Kubernetes • Linux;https://career.habr.com/vacancies/1000098078
Инженер информационной безопасности (SOC);Информационная безопасность, Средний (Middle) • Python • Linux • ELK Stack • Bash;https://career.habr.com/vacancies/1000101355
DevOps-инженер (Развитие.ру);Администрирование, Средний (Middle) • Linux • Ansible • DevOps • Kubernetes • Python;https://career.habr.com/vacancies/1000098044
Data Scientist / Product Analyst (Продуктовый аналитик);Аналитика, Средний (Middle) • Apache Airflow • Computer Science • Машинное обучение • Бизнес аналитика • Математическое моделирование • SQL • ClickHouse • Python;https://career.habr.com/vacancies/1000073150
Backend Разработчик;Бэкенд, Средний (Middle) • Веб-разработка • Ruby • PostgreSQL • Высоконагруженные системы • Docker • Python • PHP;https://career.habr.com/vacancies/1000100221
DevOps-инженер;Администрирование, Средний (Middle) • Linux • Python • Kubernetes • Git • SQL • Ansible • CI/CD • DevOps;https://career.habr.com/vacancies/1000098803
Специалист по анализу защищенности;Информационная безопасность • Python • SQL • Безопасность сетей • Защита информации • Информационная безопасность • Тестирование на проникновение;https://career.habr.com/vacancies/1000094038
Senior DevOps in Blockchain Startup;Администрирование, Старший (Senior) • AWS • Google Cloud Platform • Golang • Python • Docker • Kubernetes • Terraform • DevOps;https://career.habr.com/vacancies/1000096818
Системный администратор Linux/Администратор тестовых сред;Администрирование, Средний (Middle) • Linux • Python • Высоконагруженные системы • SQL • Git • Nginx • Centos • Ubuntu;https://career.habr.com/vacancies/1000094236
Data Engineer;Разработка ПО, Средний (Middle) • Python • Apache Airflow • ETL • SQL • Apache Hadoop • Git • ClickHouse;https://career.habr.com/vacancies/1000100219
Devops Engineer (Релокация в Армению);Администрирование, Средний (Middle) • DevOps • Администрирование Linux • Terraform • Apache • Nginx • React • Django • Python • Docker;https://career.habr.com/vacancies/1000100990
Data Engineer;Администрирование, Средний (Middle) • PostgreSQL • ETL • Python • GNU • Linux • Node.js;https://career.habr.com/vacancies/1000068448
Fulstack Developer (PHP+Drupal 7+Vue);Разработка ПО, Средний (Middle) • Drupal • Vue.js • JavaScript • Python • Django • PHP • Docker • Linux;https://career.habr.com/vacancies/1000099291
Tech Lead в проект видеофиксации нарушений ПДД;Разработка ПО, Старший (Senior) • Linux • Redis • Python • Docker • Git • MongoDB • Golang • PostgreSQL • Высоконагруженные системы • RabbitMQ;https://career.habr.com/vacancies/1000100241
Ментор курса по Python+Django;Бэкенд, Средний (Middle) • Python • Django • PostgreSQL;https://career.habr.com/vacancies/1000100481
DevOps engineer;Администрирование, Средний (Middle) • Python • Bash • Ansible • Администрирование Linux • DevOps • CI/CD • FreeBSD;https://career.habr.com/vacancies/1000089126
Middle / Senior C++ Engineer (Computer Vision);Разработка ПО, Старший (Senior) • C++ • Cmake • Git • Linux • Python • Компьютерное зрение • OpenCV • Cuda;https://career.habr.com/vacancies/1000101936
Эксперт IoT;Аналитика, Средний (Middle) • Телекоммуникации • Python • T-SQL • JavaScript • Ext JS • API Яндекс.Карты;https://career.habr.com/vacancies/1000101347
Продуктовый аналитик / Product Analyst ;Аналитика, Средний (Middle) • Python • SQL • Google Tag Manager • Google Analytics • Google Firebase • Appsflyer;https://career.habr.com/vacancies/1000100448
 DevOps;Администрирование • Python • PostgreSQL • Linux • MongoDB • Ansible • DevOps • CI/CD • Grafana • Terraform;https://career.habr.com/vacancies/1000100996
Fullstack Software Engineer;Разработка ПО • Python • Docker • Golang • Git • Kubernetes • Django • Flask • FastAPI • PostgreSQL • MongoDB;https://career.habr.com/vacancies/1000099390
QA Engineer;Тестирование • Python • Bash • Git • SQL • Большие данные • Unix • Linux;https://career.habr.com/vacancies/1000101128
Дата-инженер;Аналитика, Младший (Junior) • SQL • PostgreSQL • Python • Linux • ETL • Apache Hadoop • Git • Docker • Jira;https://career.habr.com/vacancies/1000100355
Инженер-исследователь (Реверс-инженер);Информационная безопасность, Средний (Middle) • Linux • C • C++ • IDA Pro • Python • Обратная разработка;https://career.habr.com/vacancies/1000101812
DevOps/ Инфраструктурный инженер/ Инженер по виртуализации ;Администрирование, Старший (Senior) • Linux • Администрирование *nix • Docker • Python • PostgreSQL • SOA • Asterisk • Apache Kafka;https://career.habr.com/vacancies/1000082104
Middle QA automation Engineer в команду AML;Тестирование, Средний (Middle) • Java • Python • JavaScript • REST • PostgreSQL • SQL • Oracle • API Интерфейсы;https://career.habr.com/vacancies/1000098963
QA Engineer (Automation);Тестирование, Средний (Middle) • Git • REST • gRPC • Golang • SQL • Python • Selenium • Автоматизация тестирования • Разработка тест-кейсов • Тестирование API;https://career.habr.com/vacancies/1000063388
Инженер DevOps (банк);Администрирование, Средний (Middle) • DevOps • CI/CD • Kubernetes • Java • Python • Docker • Jenkins;https://career.habr.com/vacancies/1000092525
Cloud architect/lead developer (SmartServices);Разработка ПО, Ведущий (Lead) • Kubernetes • Linux • Docker • Python • Облачные вычисления • Git • Проектирование архитектуры приложений;https://career.habr.com/vacancies/1000100860
Разработчик/Старший разработчик;Разработка ПО • SAS • DWH • Oracle • Java • SQL • Python • Базы данных;https://career.habr.com/vacancies/1000058870
DevOps-инженер;Администрирование, Средний (Middle) • Linux • Python • Kubernetes • Git • SQL • Ansible • CI/CD • DevOps;https://career.habr.com/vacancies/1000098802
Разработчик Go, Социальная коммерция;Разработка ПО, Средний (Middle) • Golang • Docker • PostgreSQL • SQL • Git • C++ • Java • C# • Python;https://career.habr.com/vacancies/1000095476
DevOps engineer (МТС Автомотив);Администрирование, Средний (Middle) • Docker • Jenkins • TeamCity • Ansible • Prometheus • Grafana • Zabbix • Kubernetes • Bash • Python;https://career.habr.com/vacancies/1000100966
Разработчик Go, Социальная коммерция;Разработка ПО, Средний (Middle) • Golang • Docker • PostgreSQL • SQL • Git • C++ • Java • C# • Python;https://career.habr.com/vacancies/1000095476
DevOps engineer (МТС Автомотив);Администрирование, Средний (Middle) • Docker • Jenkins • TeamCity • Ansible • Prometheus • Grafana • Zabbix • Kubernetes • Bash • Python;https://career.habr.com/vacancies/1000100966
DevOps Эксперт;Администрирование, Старший (Senior) • DevOps • CI/CD • Ansible • Shell • Python • SQL • Git • Linux • KVM • Docker • Kubernetes • Prometheus • Grafana;https://career.habr.com/vacancies/1000098515
DevOps-инженер;Администрирование, Средний (Middle) • Linux • Git • Python • PHP • Lamp • Kubernetes • Prometheus • Ansible • Zabbix • Jenkins • Grafana • Docker;https://career.habr.com/vacancies/1000096378
DevOps-инженер;Администрирование, Средний (Middle) • Python • Bash • Zabbix • MySQL • Nginx • PHP • Linux • Debian • Ansible • CI/CD • Prometheus;https://career.habr.com/vacancies/1000087621
Lead/tech PM (Big Data);Бэкенд, Старший (Senior) • Python • Django • Flask • Celery • SQL;https://career.habr.com/vacancies/1000098127
 Инженер presale RuPost;Поддержка, Средний (Middle) • Администрирование Linux • LDAP • PostgreSQL • Nginx • Python;https://career.habr.com/vacancies/1000100961
DevOps инженер (ansible);Администрирование, Средний (Middle) • Ansible • DevOps • CI/CD • GitLab • Terraform • Kubernetes • Docker • Docker • Linux • Bash • Python;https://career.habr.com/vacancies/1000091252
DevOps инженер;Администрирование, Средний (Middle) • Linux • Bash • Ansible • Python • Groovy • IBM WebSphere • Java • JavaScript • Oracle PL/SQL;https://career.habr.com/vacancies/1000099840
Reaсt /JavaScript разработчик;Фронтенд, Средний (Middle) • JavaScript • React • RESTful API • Figma Design • Zeplin • SCSS • Git • Bash • Python • Docker • GitLab • Jenkins • Nginx;https://career.habr.com/vacancies/1000101451
Data Scientist / Специалист по анализу данных;Аналитика, Средний (Middle) • Python • Машинное обучение • Математическое моделирование • Моделирование • R • PyTorch • Keras • NumPy;https://career.habr.com/vacancies/1000095672
Fullstack-разработчик Perl/Javascript;Фронтенд, Средний (Middle) • HTML • Vue.js • Linux • Git • Python • Perl;https://career.habr.com/vacancies/1000100398
Quantitative Researcher (Релокация в Армению);Аналитика, Средний (Middle) • SQL • Python • C++ • Анализ данных • Математическое моделирование • Математическая статистика • Финансовая аналитика;https://career.habr.com/vacancies/1000100991
Руководитель группы аналитики рекомендаций ;Аналитика, Ведущий (Lead) • Математическая статистика • Python • Apache Spark • Apache Hadoop • SQL • Яндекс.Метрика;https://career.habr.com/vacancies/1000090562
Fullstack Developer;Разработка ПО, Средний (Middle) • React • TypeScript • Node.js • HTML • CSS • Java • PHP • C • Python • Golang • Haskell • AWS;https://career.habr.com/vacancies/1000096822
Специалист по машинному обучению / data scientist;Разработка ПО • Машинное обучение • Математика • Математическое моделирование • Математическая статистика • Python • SQL • Анализ данных • Бизнес аналитика • Бизнес аналитика • Системная аналитика;https://career.habr.com/vacancies/1000100271
DevOps инженер;Администрирование, Средний (Middle) • Linux • Python • DevOps • Системы виртуализации • VMware;https://career.habr.com/vacancies/1000100387
Сетевой администратор ;Администрирование, Ведущий (Lead) • Linux • Apache Hadoop • Python • Java • Git • Apache Kafka;https://career.habr.com/vacancies/1000100656
Ведущий разработчик Go, Социальная коммерция;Бэкенд, Старший (Senior) • Golang • Docker • PostgreSQL • SQL • Git • C++ • Java • C# • Python;https://career.habr.com/vacancies/1000095482
Application security/ Безопасность приложений;Информационная безопасность, Старший (Senior) • Python • Linux • Тестирование на проникновение • Информационная безопасность;https://career.habr.com/vacancies/1000088582
Ведущий Linux инженер (виртуализация);Администрирование, Средний (Middle) • Hyper-V • Qemu • Linux • Debian • DNS • DHCP • Shell • Python • Ansible • Zabbix;https://career.habr.com/vacancies/1000077825
DevOps инженер;Администрирование, Старший (Senior) • Docker • Kubernetes • Elasticsearch • Linux • Python • Git;https://career.habr.com/vacancies/1000080201
Риск-технолог (системный аналитик);Аналитика, Ведущий (Lead) • Управление рисками • Agile • SQL • Oracle PL/SQL • Python;https://career.habr.com/vacancies/1000097161
QA Engineer;Тестирование, Средний (Middle) • Ручное тестирование • Автоматизация тестирования • Python • JavaScript;https://career.habr.com/vacancies/1000090962
Инженер по автоматизации тестирования Go, Лента / Социальная коммерция;Тестирование, Средний (Middle) • Git • SQL • Jira • Golang • Автоматизация тестирования • Python;https://career.habr.com/vacancies/1000095493
Senior Product Analyst/Старший продуктовый аналитик ;Аналитика, Старший (Senior) • Python • Google BigQuery • Google Firebase • Бизнес аналитика • Продуктовый маркетинг • Бизнес-моделирование;https://career.habr.com/vacancies/1000100226
Руководитель команды разработки / Development Team Lead;Разработка ПО, Ведущий (Lead) • Python • Kotlin • Golang • Swift • Разработка мобильных приложений • Разработка мобильных приложений • Управление разработкой • Agile;https://career.habr.com/vacancies/1000100863
Frontend-developer/Reaсt;Фронтенд, Средний (Middle) • JavaScript • Zeplin • SCSS • RESTful API • Figma Design • Git • Python • Docker • Bash • Nginx • GitLab • CI/CD;https://career.habr.com/vacancies/1000101515
Аналитик данных;Аналитика, Средний (Middle) • Python • SQL • PostgreSQL • MySQL • Microsoft Excel • PowerBI • Pandas • NumPy • Анализ данных • ETL;https://career.habr.com/vacancies/1000090556
DevOps Engineer в Platform V Dictionaries (ФП Справочники);Администрирование, Средний (Middle) • Linux • Docker • Git • Python • Kubernetes • PostgreSQL • Apache Kafka;https://career.habr.com/vacancies/1000094076
SRE TeamLead;Администрирование, Ведущий (Lead) • DevOps • SRE • VMware • Kubernetes • AWS • Google Cloud Platform • Terraform • Python • Ansible • Администрирование Linux • Системное администрирование • Системы виртуализации;https://career.habr.com/vacancies/1000101731
Tech Lead ;Разработка ПО, Ведущий (Lead) • CSS • CSS • HTML • Git • Python • C++ • Linux • Решение проблем • Управление проектами • Работа в команде • Разработка программного обеспечения;https://career.habr.com/vacancies/1000101147
Разработчик частного облака;Бэкенд, Средний (Middle) • Ruby on Rails • Ruby • Git • Linux • Zabbix • Prometheus • Grafana • Python • Django;https://career.habr.com/vacancies/1000088493
Product Analyst;Аналитика • Google Analytics • Яндекс.Метрика • Продуктовый маркетинг • Google Firebase • Python • R;https://career.habr.com/vacancies/1000098872
Системный администратор / DevOps;Администрирование, Старший (Senior) • Python • Linux • Bash • Nginx • PostgreSQL • Ansible • DevOps • Системное администрирование • PostgreSQL • Docker • Высоконагруженные системы • ClickHouse;https://career.habr.com/vacancies/1000102024
DevOps Engineer ;Администрирование, Старший (Senior) • Python • Linux • PostgreSQL • Docker • Высоконагруженные системы • Kubernetes • MongoDB • DevOps • Администрирование Linux;https://career.habr.com/vacancies/1000100559
DevOps engineer;Администрирование, Средний (Middle) • Git • Linux • Docker • Golang • Kubernetes • Zabbix • Bash • GitLab • CI/CD • Python • Shell;https://career.habr.com/vacancies/1000100585
DevOps;Администрирование, Средний (Middle) • Kubernetes • Linux • Yandex.Cloud • Java • React • PostgreSQL • CI/CD • Bash • Python;https://career.habr.com/vacancies/1000101807
AWS Engineer/Architect;Другое • AWS • Golang • Python • Английский язык • Проектирование архитектуры приложений;https://career.habr.com/vacancies/1000101614
Fullstack web- разработчик;Разработка ПО, Средний (Middle) • PHP • Python • Ruby on Rails • Angular.js • React • JavaScript • React Native • Node.js • TypeScript • Vue.js • Vue.js;https://career.habr.com/vacancies/1000100279
Системный аналитик;Аналитика, Средний (Middle) • SQL • Базы данных • Python • Анализ данных • Базы данных • Apache Airflow • Оптимизация бизнес-процессов;https://career.habr.com/vacancies/1000100061
Разработчик C++;Разработка ПО, Средний (Middle) • Git • MySQL • Python • DevOps • C++ • MongoDB • PostgreSQL • Linux • Docker;https://career.habr.com/vacancies/1000101155
Тестировщик в on-line кинотеатр KION;Тестирование • Python • Java • Selenium • Баг-трекинг • Ручное тестирование • Автоматизация тестирования;https://career.habr.com/vacancies/1000101243
Senior Data engineer;Аналитика, Старший (Senior) • Python • Oracle • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • SQL • Большие данные;https://career.habr.com/vacancies/1000101591
DevOps (Docker,k8s) + Fullstack developer (php/go+js) ;Разработка ПО, Старший (Senior) • PHP • Golang • Docker • Kubernetes • Vue.js • JavaScript • Python • Linux • PostgreSQL • MySQL;https://career.habr.com/vacancies/1000101354
DevOps инженер (Big Data);Администрирование, Средний (Middle) • Linux • PostgreSQL • Python • Java • Golang • Jenkins • Prometheus • Consul • Kubernetes • Ansible;https://career.habr.com/vacancies/1000096526
Backend разработчик GoLang (Middle/Senior);Бэкенд, Средний (Middle) • Golang • Kubernetes • Docker • Git • PHP • Базы данных • Python;https://career.habr.com/vacancies/1000085956
Product Analyst;Аналитика, Средний (Middle) • SQL • PostgreSQL • Python • Google BigQuery • PowerBI • Анализ данных • Веб аналитика;https://career.habr.com/vacancies/1000101039
Аналитик SOC;Информационная безопасность, Средний (Middle) • Информационная безопасность • Unix • Linux • Python • Powershell • Администрирование Windows • Системное администрирование • Bash • Английский язык • Анализ требований • Системная интеграция;https://career.habr.com/vacancies/1000100284
Senior Data engineer;Аналитика, Старший (Senior) • Python • Oracle • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • SQL • Большие данные;https://career.habr.com/vacancies/1000056711
Senior Data engineer;Аналитика, Старший (Senior) • Python • Oracle • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • SQL • Большие данные;https://career.habr.com/vacancies/1000101206
Системный администратор Linux и баз данных;Администрирование, Средний (Middle) • Linux • Администрирование Linux • Red Hat Enterprise Linux • Centos • Oracle • PostgreSQL • MySQL • NetBackup • Zabbix • Ansible • Puppet • Bash • Python • Управление IT-услугами;https://career.habr.com/vacancies/1000099911
